Title,TOMATOMETER score,TOMATOMETER Count,AUDIENCE score,AUDIENCE count,Year,Cast 1,Cast 2,Cast 3,director_name,Runtime,Genre_Action,Genre_Art&Foreign,Genre_Classics,Genre_Comedy,Genre_Documentary,Genre_Drama,Genre_Horror,Genre_Kids&Family,Genre_Mystery,Genre_Romance,Genre_SciFi,Rating_G,Rating_NC17,Rating_NR,Rating_PG,Rating_PG-13,Rating_R,cast1_oscar_nom,cast1_oscars,cast2_oscar_nom,cast2_oscars,cast3_oscar_nom,cast3_oscars,cast1_FB_likes,cast2_FB_likes,cast3_FB_likes,dir_oscar_nom,dir_oscars,director_awards,director_facebook_likes,cast_total_facebook_likes
The Kindergarten Teacher,91.0,93,67.0,750,2018,Maggie Gyllenhaal,Parker Sevak,Rosa Salazar,Sara Colangelo,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,240.0,0.0,0.0,0.0,232.0,0.0
Private Life,94.0,101,77.0,965,2018,Kathryn Hahn,Paul Giamatti,Molly Shannon,Tamara Jenkins,123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,367.0,367.0,636.0,0.0,0.0,0.0,84.0,0.0
Whitney,88.0,154,74.0,793,2018,Whitney Houston,Bobby Brown,Cissy Houston,Kevin Macdonald,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,77.0,367.0,0.0,0.0,0.0,162.0,0.0
Unfriended: Dark Web,60.0,116,38.0,1134,2018,Colin Woodell,Betty Gabriel,Rebecca Rittenhouse,Stephen Susco,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Heavy Trip (Hevi reissu),93.0,29,83.0,273,2018,Johannes Holopainen,Minka Kuustonen,Ville Tiihonen,Jukka Vidgren,91,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
All Square,91.0,11,80.0,231,2018,Michael Kelly,Jesse Ray Sheps,Josh Lucas,John Hyams,93,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,963.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
After Everything (Shotgun),88.0,17,77.0,218,2018,Jeremy Allen White,Maika Monroe,DeRon Horton,Hannah Marks,95,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,314.0,367.0,0.0,0.0,0.0,232.0,0.0
Down a Dark Hall,50.0,26,20.0,274,2018,AnnaSophia Robb,Uma Thurman,Noah Silver,Michael Goldbach,96,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The 12th Man,86.0,21,79.0,578,2018,Thomas Gullestad,Jonathan Rhys Meyers,Mads Sjgrd Pettersen,Harald Zwart,131,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,91.0,0.0
Arizona,40.0,35,44.0,234,2018,Danny McBride (IV),Rosemarie DeWitt,Luke Wilson,Jonathan Watson,85,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,536.0,367.0,0.0,0.0,0.0,232.0,0.0
Hotel Artemis,57.0,172,33.0,1834,2018,Jodie Foster,Sterling K. Brown,Sofia Boutella,Drew Pearce,97,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.0,2.0,0.0,0.0,0.0,0.0,367.0,367.0,998.0,0.0,0.0,0.0,232.0,0.0
Reprisal,8.0,13,17.0,170,2018,Bruce Willis,Frank Grillo,Johnathon Schaech,Brian A. Miller,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,13000.0,798.0,367.0,0.0,0.0,0.0,232.0,0.0
Apostle,80.0,66,54.0,1193,2018,Dan Stevens (IV),Lucy Boynton,Mark Lewis Jones,Gareth Evans,129,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,135.0,367.0,0.0,0.0,17.0,338.0,0.0
Better Start Running,33.0,6,44.0,31,2018,Analeigh Tipton,Maria Bello,Jane Seymour,Brett Simon,92,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Malevolent,38.0,8,17.0,278,2018,Florence Pugh,Celia Imrie,Ben Lloyd-Hughes,Olaf de Fleur Johannesson,88,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,367.0,186.0,367.0,0.0,0.0,0.0,232.0,0.0
Nappily Ever After,71.0,14,73.0,336,2018,Sanaa Lathan,Ernie Hudson,Lyriq Bent,Haifaa Al-Mansour,90,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,886.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Jurassic World: Fallen Kingdom,48.0,413,48.0,29655,2018,Chris Pratt,Bryce Dallas Howard,Rafe Spall,J.A. Bayona,129,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,3000.0,358.0,0.0,0.0,0.0,171.0,0.0
Hotel Transylvania 3: Summer Vacation,62.0,115,48.0,3399,2018,Adam Sandler,Andy Samberg,Selena Gomez,Genndy Tartakovsky,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,367.0,367.0,0.0,0.0,20.0,266.0,0.0
Leave No Trace,100.0,225,81.0,4641,2018,Ben Foster,Thomasin McKenzie,Jeff Kober,Debra Granik,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,919.0,0.0,0.0,76.0,81.0,0.0
Hot Summer Nights,43.0,40,58.0,792,2018,Timothe Chalamet,Maika Monroe,Alex Roe,Elijah Bynum,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,314.0,367.0,0.0,0.0,0.0,232.0,0.0
The Gardener,75.0,8,80.0,91,2018,Frank Cabot,Anne Cabot,Colin Cabot,Sbastien Chabot,85,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Healer,17.0,6,51.0,113,2018,Oliver Jackson-Cohen,Camilla Luddington,Jorge Garcia,Paco Arango,113,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,1000.0,0.0,0.0,0.0,232.0,0.0
Skyscraper,47.0,274,63.0,6350,2018,Dwayne Johnson,Neve Campbell,Chin Han,Rawson Marshall Thurber,103,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,367.0,367.0,0.0,0.0,0.0,43.0,0.0
After Louie,75.0,12,67.0,53,2018,Alan Cumming,Zachary Booth,Sarita Choudhury,Vincent Gagliostro,100,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,257.0,0.0,0.0,0.0,232.0,0.0
The Song of Sway Lake,42.0,33,83.0,53,2018,Rory Culkin,Anna Shields,Robert Sheehan,Ari Gold,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,710.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Pin Cushion,89.0,38,68.0,117,2018,Joanna Scanlan,Lily Newmark,Loris Scarpa,Deborah Haywood,92,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Sollers Point,85.0,27,61.0,148,2018,Everleigh Brenner,Imani Hakim,McCaul Lombardi,Matthew Porterfield,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Eighth Grade,99.0,297,83.0,5057,2018,Elsie Fisher,Josh Hamilton,Emily Robinson,Bo Burnham,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,147.0,367.0,0.0,0.0,0.0,232.0,0.0
White Rabbit,88.0,8,70.0,60,2018,Vivian Bang,Nana Ghana,Nico Evers Swindell,Daryl Wein,71,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,38.0,0.0
I Think We're Alone Now,63.0,40,43.0,412,2018,Peter Dinklage,Elle Fanning,Charlotte Gainsbourg,Reed Morano,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,22000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
At First Light,54.0,13,50.0,66,2018,Stefanie Scott,Theodore Pelerine,Percy Hynes-White,Jason Stone,89,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,14.0,0.0
"Love, Gilda",88.0,86,83.0,391,2018,Gilda Radner,Andrew Alexander,Anne Beatts,Lisa DaPolito,86,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Blue Iguana,37.0,27,83.0,197,2018,Sam Rockwell,Ben Schwartz,Phoebe Fox,Hadi Hajaig,107,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,367.0,463.0,367.0,0.0,0.0,0.0,232.0,0.0
Cruise,38.0,8,72.0,111,2018,Spencer Boldman,Emily Ratajkowski,Sebastian Maniscalco,Robert D. Siegel,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,625.0,367.0,0.0,0.0,0.0,232.0,0.0
Little Italy,16.0,19,60.0,317,2018,Hayden Christensen,Emma Roberts,Alyssa Milano,Donald Petrie,102,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,367.0,367.0,0.0,0.0,0.0,80.0,0.0
American Dresser,0.0,7,67.0,25,2018,Gina Gershon,Keith David,Tom Berenger,Carmine Cangialosi,97,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,367.0,367.0,854.0,0.0,0.0,0.0,232.0,0.0
Lost Child,50.0,10,69.0,43,2018,Leven Rambin,Jim Parrack,Taylor John Smith,Ramaa Mosley,105,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,956.0,697.0,367.0,0.0,0.0,0.0,6.0,0.0
Ocean's 8,69.0,347,45.0,10089,2018,Sandra Bullock,Cate Blanchett,Anne Hathaway,Gary Ross,110,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,1.0,7.0,2.0,2.0,1.0,367.0,367.0,11000.0,0.0,0.0,0.0,378.0,0.0
Susanne Bartsch: On Top,100.0,7,75.0,64,2018,Susanne Bartsch,RuPaul,Amanda Lepore,Anthony Caronna,86,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Ghost Stories,84.0,123,59.0,2365,2018,Martin Freeman,Alex Lawther,Andy Nyman,Jeremy Dyson,97,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,47.0,367.0,0.0,0.0,0.0,232.0,0.0
Dark River,79.0,58,65.0,735,2018,Ruth Wilson,Mark Stanley (VI),Sean Bean,Clio Barnard,91,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Uncle Drew,62.0,94,47.0,1570,2018,Kyrie Irving,Lil Rel Howery,Shaquille O'Neal,Charles Stone III,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,30.0,0.0
City of Joy,100.0,8,62.0,45,1992,Patrick Swayze,Om Puri,Pauline Collins,Roland Jaffe,135,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,367.0,163.0,123.0,0.0,0.0,0.0,232.0,0.0
Hearts Beat Loud,91.0,150,73.0,1643,2018,Nick Offerman,Kiersey Clemons,Ted Danson,Brett Haley,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,190.0,875.0,0.0,0.0,0.0,232.0,0.0
Hereditary,89.0,359,66.0,12338,2018,Toni Collette,Milly Shapiro,Alex Wolff,Ari Aster,127,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Superfly,50.0,100,46.0,861,2018,Trevor Jackson,Jason Mitchell,Michael Kenneth Williams,Director X.,108,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
That Summer,81.0,37,59.0,107,2018,Peter Beard,Lee Radziwill,Edith Bouvier Beale,Goran Olsson,82,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Don't Leave Home,74.0,19,21.0,246,2018,Anna Margaret Hollyman,Lalor Roddy,Helena Bereen,Michael Tully,86,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Venus,100.0,7,83.0,11,2006,Peter O'Toole,Jodie Whittaker,Vanessa Redgrave,Roger Michell,95,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,8.0,0.0,0.0,0.0,6.0,1.0,367.0,304.0,898.0,0.0,0.0,22.0,50.0,0.0
A Crooked Somebody,80.0,10,63.0,75,2018,Rich Sommer,Clifton Collins Jr.,Joanne Froggatt,Trevor White,102,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,968.0,367.0,0.0,0.0,0.0,232.0,0.0
Bleach,67.0,6,78.0,775,2018,Miyavi,Hana Sugisaki,Sta Fukushi,Shinsuke Sato,108,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,8.0,232.0,0.0
Age of Summer,50.0,6,67.0,89,2018,Percy Hynes-White,Peter Stormare,Charlotte Sabina,Bill Kiely,89,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Land of Steady Habits,85.0,39,47.0,301,2018,Ben Mendelsohn,Connie Britton,Thomas Mann,Nicole Holofcener,98,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,367.0,367.0,0.0,0.0,0.0,132.0,0.0
E-Demon,33.0,6,78.0,22,2018,Christopher Daftsios,John Anthony Wylliams,Lindsay Goranson,Jeremy Wechter,86,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Angel,75.0,12,61.0,227,2018,Marwan Kenzari,Toby Kebbell,Hannah Ware,Ariel Vromen,103,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,34.0,0.0
Deadpool 2,84.0,402,85.0,31432,2018,Ryan Reynolds,Josh Brolin,Morena Baccarin,David Leitch,119,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,16000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
God's Not Dead: A Light in Darkness,11.0,19,54.0,1184,2018,Jennifer Taylor,John Corbett,Ted McGinley,Michael Mason,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Show Dogs,16.0,63,25.0,698,2018,Will Arnett,"Chris ""Ludacris"" Bridges",Natasha Lyonne,Raja Gosnell,92,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,1000.0,0.0,0.0,0.0,67.0,0.0
Western,96.0,73,73.0,706,2018,Meinhard Neumann,Reinhardt Wetrek,Syuleyman Alilov Letifov,Valeska Grisebach,119,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
A Kid Like Jake,52.0,46,47.0,209,2018,Claire Danes,Jim Parsons,Octavia Spencer,Silas Howard,92,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.0,1.0,367.0,17000.0,367.0,0.0,0.0,0.0,232.0,0.0
Mary Shelley,39.0,122,48.0,597,2018,Elle Fanning,Douglas Booth,Joanne Froggatt,Haifaa Al-Mansour,121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
First Reformed,93.0,234,68.0,3360,2018,Ethan Hawke,Amanda Seyfried,Cedric the Entertainer,Paul Schrader,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,436.0,0.0,0.0,0.0,261.0,0.0
Woman Walks Ahead,53.0,38,61.0,328,2018,Jessica Chastain,Michael Greyeyes,Chaske Spencer,Susanna White,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,367.0,0.0,0.0,0.0,24.0,0.0
The Guardians (Les Gardiennes),95.0,55,56.0,383,2018,Nathalie Baye,Iris Bry,Laura Smet,Xavier Beauvois,134,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,67.0,367.0,367.0,0.0,0.0,36.0,22.0,0.0
Bleeding Steel,22.0,18,23.0,217,2018,Jackie Chan,Show Lo,Na-Na OuYang,Leo Zhang,110,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Won't You Be My Neighbor?,98.0,241,94.0,4314,2018,Fred Rogers,Franois Clemmons,Yo-Yo Ma,Morgan Neville,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,367.0,367.0,0.0,0.0,0.0,9.0,0.0
RBG,94.0,169,78.0,1996,2018,Ruth Bader Ginsburg,Gloria Steinem,Nina Totenberg,Betsy West,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
American Animals,89.0,204,81.0,2783,2018,Barry Keoghan,Evan Peters,Blake Jenner,Bart Layton,120,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Black Water,0.0,9,22.0,99,2018,Jean-Claude Van Damme,Dolph Lundgren,Patrick Kilpatrick,Pasha Patriki,104,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,488.0,0.0,0.0,0.0,232.0,0.0
Upgrade,87.0,183,87.0,5577,2018,Logan Marshall-Green,Betty Gabriel,Harrison Gilbertson,Leigh Whannell,95,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,174.0,0.0,0.0,0.0,482.0,0.0
Adrift,70.0,191,65.0,2204,2009,Camilla Belle,Debora Bloch,Vincent Cassel,Heitor Dhalia,102,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Book Club,54.0,179,52.0,2008,2018,Diane Keaton,Jane Fonda,Candice Bergen,Erin Simms,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,1.0,7.0,2.0,1.0,0.0,367.0,949.0,545.0,0.0,0.0,0.0,232.0,0.0
Blood Fest,53.0,17,43.0,165,2018,Seychelle Gabriel,Zachary Levi,Jacob Batalon,Owen Egerton,90,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Calling All Earthlings,67.0,15,100.0,35,2018,Eric Burdon,Ted Markland,Teddy Quinn,Jonathan Berman,74,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,12.0,367.0,0.0,0.0,0.0,232.0,0.0
Boarding School,33.0,9,61.0,100,2018,Luke Prael,Sterling Jerins,Samantha Mathis,Boaz Yakin,101,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,155.0,517.0,0.0,0.0,0.0,132.0,0.0
I Am Vengeance,38.0,8,25.0,42,2018,Stu Bennett,Anna Shaffer,Bryan Larkin,Ross Boyask,93,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Dark Crimes,0.0,35,31.0,935,2018,Jim Carrey,Marton Csokas,Charlotte Gainsbourg,Alexandros Avranas,92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Avengers: Infinity War,85.0,456,91.0,57975,2018,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Anthony Russo,156,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0.0,0.0,0.0,3.0,0.0,21000.0,26000.0,367.0,0.0,0.0,10.0,94.0,0.0
How to Talk to Girls at Parties,47.0,93,38.0,749,2018,Elle Fanning,Nicole Kidman,Ruth Wilson,John Cameron Mitchell,102,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,4.0,1.0,0.0,0.0,367.0,367.0,2000.0,0.0,0.0,0.0,263.0,0.0
The Yellow Birds,45.0,40,43.0,247,2018,Alden Ehrenreich,Tye Sheridan,Toni Collette,Alexandre Moors,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1000.0,1000.0,367.0,0.0,0.0,0.0,232.0,0.0
Life of the Party,38.0,149,40.0,2123,2018,Melissa McCarthy,Gillian Jacobs,Maya Rudolph,Ben Falcone,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,367.0,837.0,367.0,0.0,0.0,0.0,265.0,0.0
Final Portrait,73.0,127,47.0,631,2018,Geoffrey Rush,Armie Hammer,Clmence Posy,Stanley Tucci,90,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4.0,1.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Aardvark,12.0,25,36.0,61,2018,Zachary Quinto,Jenny Slate,Sheila Vand,Brian Shoaf,85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,457.0,367.0,0.0,0.0,0.0,232.0,0.0
Shock and Awe,29.0,45,38.0,373,2018,Woody Harrelson,Rob Reiner,Tommy Lee Jones,Rob Reiner,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,0.0,4.0,1.0,367.0,367.0,367.0,0.0,0.0,51.0,0.0,0.0
On Chesil Beach,67.0,159,63.0,830,2018,Saoirse Ronan,Emily Watson,Anne-Marie Duff,Dominic Cooke,110,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4.0,0.0,2.0,0.0,0.0,0.0,367.0,876.0,231.0,0.0,0.0,0.0,232.0,0.0
Bad Samaritan,53.0,75,68.0,838,2018,David Tennant,Robert Sheehan,Carlito Olivero,Dean Devlin,107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Lowlife,91.0,34,67.0,731,2018,Nicki Micheaux,Mark Burnham,Ricardo Adam Zarate,Ryan Prows,97,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Escape,77.0,44,51.0,419,2018,Gemma Arterton,Dominic Cooper,Frances Barber,Dominic Savage,102,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,3000.0,367.0,0.0,0.0,0.0,232.0,0.0
The Motive (El autor),60.0,20,48.0,50,2018,Javier Gutirrez,Mara Len,Antonio de la Torre,Manuel Martn Cuenca,112,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,82.0,0.0,0.0,0.0,232.0,0.0
Revenge,92.0,128,56.0,2602,2018,Matilda Anna Ingrid Lutz,Kevin Janssens,Vincent Colombe,Coralie Fargeat,108,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
